,label,text,spam,length,filtered_text
2678,ham,Was playng 9 doors game and gt racing on phone lol,0,50,playng 9 doors game gt racing phone lol
2679,spam,"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message",1,136,new tones week include 1mcflyall ab 2 sara jorgeshock 3 smithswitch order follow instructions next message
2680,ham,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",0,444,solve case man found murdered ltdecimalgt ltgt afternoon 1his wife called police 2police questioned everyone 3wife siri sleeping murder took place 4cook cooking 5gardener picking vegetables 6housemaid went 2 post office 7children went 2 play 8neighbour went 2 marriage police arrested murderer immediately whos reply reason u r brilliant
2681,ham,I'm on da bus going home...,0,27,im da bus going home
2682,ham,I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon,0,106,got call landline number asked come anna nagar go afternoon
2683,ham,I'm okay. Chasing the dream. What's good. What are you doing next.,0,66,im okay chasing dream whats good next
2684,ham,Yupz... I've oredi booked slots 4 my weekends liao... ,0,54,yupz ive oredi booked slots 4 weekends liao
2685,spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid 12hrs only,1,158,urgent trying contact u todays draw shows å£800 prize guaranteed call 09050003091 land line claim c52 valid 12hrs
2686,ham,There r many model..sony ericson also der.. &lt;#&gt; ..it luks good bt i forgot modl no,0,88,r many modelsony ericson also der ltgt luks good bt forgot modl
2687,ham,Okie,0,4,okie
2688,ham,Yes I know the cheesy songs from frosty the snowman :),0,54,yes know cheesy songs frosty snowman
2689,ham,"Ya ok, vikky vl c witin  &lt;#&gt; mins and il reply u..",0,56,ya ok vikky vl c witin ltgt mins il reply u
2690,spam,sports fans - get the latest sports news str* 2 ur mobile 1 wk FREE PLUS a FREE TONE Txt SPORT ON to 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p ,1,153,sports fans get latest sports news str 2 ur mobile 1 wk free plus free tone txt sport 8007 wwwgetzedcouk 0870141701216 norm 4txt120p
2691,ham,Hey tmr meet at bugis 930 ?,0,27,hey tmr meet bugis 930
2692,spam,"Urgent Urgent! We have 800 FREE flights to Europe to give away, call B4 10th Sept & take a friend 4 FREE. Call now to claim on 09050000555. BA128NNFWFLY150ppm",1,158,urgent urgent 800 free flights europe give away call b4 10th sept take friend 4 free call claim 09050000555 ba128nnfwfly150ppm
2693,ham,All these nice new shirts and the only thing I can wear them to is nudist themed ;_; you in mu?,0,95,nice new shirts thing wear nudist themed mu
2694,ham,Hey sexy buns! What of that day? No word from you this morning on YM ... :-( ... I think of you,0,95,hey sexy buns day word morning ym think
2695,ham,And whenever you and i see we can still hook up too.,0,52,whenever see still hook
2696,ham,Nope but i'm going home now then go pump petrol lor... Like going 2 rain soon...,0,80,nope im going home go pump petrol lor like going 2 rain soon
2697,ham,Can you use foreign stamps for whatever you send them off for? ,0,63,use foreign stamps whatever send
2698,spam,FROM 88066 LOST å£12 HELP,1,25,88066 lost å£12 help
2699,ham,Oh baby of the house. How come you dont have any new pictures on facebook,0,73,oh baby house come dont new pictures facebook
2700,ham,"Feb  &lt;#&gt;  is \I LOVE U\"" day. Send dis to all ur \""VALUED FRNDS\"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr""",0,169,feb ltgt love u day send dis ur valued frnds evn 3 comes back ull gt married person u luv u ignore dis u lose ur luv 4 evr
2701,ham,"Hiya, sorry didn't hav signal. I haven't seen or heard from and neither has, which is unusual in itself! I'll put on the case and get him to sort it out! Hugs and snogs.",0,169,hiya sorry didnt hav signal havent seen heard neither unusual ill put case get sort hugs snogs
2702,ham,"Omw back to tampa from west palm, you hear what happened?",0,57,omw back tampa west palm hear happened
2703,ham,Yup no more already... Thanx 4 printing n handing it up.,0,56,yup already thanx 4 printing n handing
2704,spam,FreeMsg: Fancy a flirt? Reply DATE now & join the UKs fastest growing mobile dating service. Msgs rcvd just 25p to optout txt stop to 83021. Reply DATE now!,1,156,freemsg fancy flirt reply date join uks fastest growing mobile dating service msgs rcvd 25p optout txt stop 83021 reply date
2705,ham,What i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want.,0,113,mean come chase stated watch many movies want
2706,ham,S now only i took tablets . Reaction morning only.,0,50,took tablets reaction morning
2707,spam,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs,1,160,great new offer double mins double txt best orange tariffs get latest camera phones 4 free call mobileupd8 free 08000839402 2stoptxt tcs
2708,ham,"Nah, I'm a perpetual DD",0,23,nah im perpetual dd
2709,ham,Sorry de i went to shop.,0,24,sorry de went shop
2710,spam,Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,1,118,hope enjoyed new content text stop 61610 unsubscribe help08712400602450p provided tones2youcouk
2711,ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",0,179,wen ur lovable bcums angry wid u dnt take seriously coz angry childish n true way showing deep affection care n luv kettoda manda nice day da
2712,ham,Hey you still want to go for yogasana? Coz if we end at cine then can go bathe and hav the steam bath,0,101,hey still want go yogasana coz end cine go bathe hav steam bath
2713,ham,Nope i'm not drivin... I neva develop da photos lei...,0,54,nope im drivin neva develop da photos lei
2714,ham,I am thinking of going down to reg for pract lessons.. Flung my advance.. Haha wat time u going?,0,96,thinking going reg pract lessons flung advance haha wat time u going
2715,ham,Cool. I am  &lt;#&gt;  inches long. hope you like them big!,0,59,cool ltgt inches long hope like big
2716,ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",0,166,housemaid murderer coz man murdered ltgt th january public holiday govtinstituitions closedincluding post officeunderstand
2717,ham,Okie.. Thanx..,0,14,okie thanx
2718,spam,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,1,135,18 days euro2004 kickoff u kept informed latest news results daily unsubscribe send get euro stop 83222
2719,ham,Go where n buy? Juz buy when we get there lar.,0,46,go n buy juz buy get lar
2720,ham,Ok lor...,0,9,ok lor
2721,ham,I'm working technical support :)voice process.,0,46,im working technical support voice process
2722,ham,It's justbeen overa week since we broke up and already our brains are going to mush!,0,84,justbeen overa week since broke already brains going mush
2723,ham,"Tunde, how are you doing. This is just wishing you a great day. Abiola.",0,71,tunde wishing great day abiola
2724,ham,Nope... C Ì_ then...,0,20,nope c ì
2725,ham,No. But we'll do medical missions to nigeria,0,44,well medical missions nigeria
2726,ham,No i am not having not any movies in my laptop,0,46,movies laptop
2727,ham,Whatsup there. Dont u want to sleep,0,35,whatsup dont u want sleep
2728,spam,Urgent Please call 09066612661 from landline. å£5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE award. 20M12AQ. 150ppm. 16+ ÛÏ,1,154,urgent please call 09066612661 landline å£5000 cash luxury 4 canary islands holiday await collection tcs sae award 20m12aq 150ppm 16 ûï
2729,spam,"Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or å£1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR",1,166,urgent please call 09066612661 landline complimentary 4 lux costa del sol holiday å£1000 cash await collection ppm 150 sae tcs james 28 eh74rr
2730,ham,I havent lei.. Next mon can?,0,28,havent lei next mon
2731,ham,Mm feeling sleepy. today itself i shall get that dear,0,53,mm feeling sleepy today shall get dear
2732,ham,How dare you stupid. I wont tell anything to you. Hear after i wont talk to you:-.,0,82,dare stupid wont tell anything hear wont talk
2733,ham,Do Ì_ noe if ben is going?,0,26,ì noe ben going
2734,ham,Can you do a mag meeting this avo at some point?,0,48,mag meeting avo point
2735,ham,I meant middle left or right?,0,29,meant middle left right
2736,ham,Really? I crashed out cuddled on my sofa.,0,41,really crashed cuddled sofa
2737,ham,Hi Chachi tried calling u now unable to reach u .. Pl give me a missed cal once u c tiz msg  Kanagu,0,99,hi chachi tried calling u unable reach u pl give missed cal u c tiz msg kanagu
2738,ham,"I sent you the prices and do you mean the  &lt;#&gt; g,",0,55,sent prices mean ltgt g
2739,ham,Are you this much buzy,0,22,much buzy
2740,ham,Nothing. Can...,0,15,nothing
2741,spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,1,158,dont know u u dont know send chat 86688 lets find 150pmsg rcvd hgsuite3422landsroww1j6hl ldn 18 years
2742,ham,No * am working on the ringing u thing but have whole houseful of screaming brats so * am pulling my hair out! Loving u,0,119,working ringing u thing whole houseful screaming brats pulling hair loving u
2743,ham,But my family not responding for anything. Now am in room not went to home for diwali but no one called me and why not coming. It makes me feel like died.,0,154,family responding anything room went home diwali one called coming makes feel like died
2744,ham,"Tick, tick, tick ... Babe",0,25,tick tick tick babe
2745,ham,R Ì_ going 4 today's meeting?,0,29,r ì going 4 todays meeting
2746,ham,K da:)how many page you want?,0,29,k dahow many page want
2747,ham,Ya had just now.onion roast.,0,28,ya nowonion roast
2748,ham,Send his number and give reply tomorrow morning for why you said that to him like that ok,0,89,send number give reply tomorrow morning said like ok
2749,ham,You said not now. No problem. When you can. Let me know.,0,56,said problem let know
2750,ham,Ok but tell me half an hr b4 u come i need 2 prepare.,0,53,ok tell half hr b4 u come need 2 prepare
2751,ham,Play w computer? Aiyah i tok 2 u lor?,0,37,play w computer aiyah tok 2 u lor
2752,ham,Sat right? Okay thanks... ,0,26,sat right okay thanks
2753,ham,"Derp. Which is worse, a dude who always wants to party or a dude who files a complaint about the three drug abusers he lives with",0,129,derp worse dude always wants party dude files complaint three drug abusers lives
2754,ham,Ok Chinese food on its way. When I get fat you're paying for my lipo.,0,69,ok chinese food way get fat youre paying lipo
2755,ham,We r outside already.,0,21,r outside already
2756,ham,Have a good trip. Watch out for . Remember when you get back we must decide about easter.,0,89,good trip watch remember get back must decide easter
2757,ham,Yo we are watching a movie on netflix,0,37,yo watching movie netflix
2758,ham,What time. IÛ÷m out until prob 3 or so,0,39,time iû÷m prob 3
2759,ham,"Can meh? Thgt some will clash... Really ah, i dun mind... I dun seen to have lost any weight... Gee...",0,102,meh thgt clash really ah dun mind dun seen lost weight gee
2760,ham,I dont thnk its a wrong calling between us,0,42,dont thnk wrong calling us
2761,ham,I am not sure about night menu. . . I know only about noon menu,0,63,sure night menu know noon menu
2762,ham,ARR birthday today:) i wish him to get more oscar.,0,50,arr birthday today wish get oscar
2763,ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",0,163,say slowly godi love amp need youclean heart bloodsend ten special people amp u c miracle tomorrow itplspls
